what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1543852675140
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1543852675140
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1543852675140
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1543852675140
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1543852675140
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1543852675140
os,sysinfo,,,"win32",1543852675140
arch,sysinfo,,,"x86_64",1543852675140
ws,sysinfo,,,"win32",1543852675140
locale,sysinfo,,,"en_US",1543852675140
processors,sysinfo,,,"2",1543852675140
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1543852675140
java.runtime.version,sysinfo,,,"1.7.0_13-b20",1543852675140
java.specification.name,sysinfo,,,"Java Platform API Specification",1543852675140
java.specification.vendor,sysinfo,,,"Oracle Corporation",1543852675140
java.specification.version,sysinfo,,,"1.7",1543852675140
java.vendor,sysinfo,,,"Oracle Corporation",1543852675140
java.version,sysinfo,,,"1.7.0_13",1543852675140
java.vm.info,sysinfo,,,"mixed mode",1543852675140
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1543852675140
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1543852675140
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1543852675140
java.vm.specification.version,sysinfo,,,"1.7",1543852675140
java.vm.vendor,sysinfo,,,"Oracle Corporation",1543852675140
java.vm.version,sysinfo,,,"23.7-b01",1543852675140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1543852689179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1543852691358
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1543852691733
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1543852692577
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1543852692600
stopped,bundle,org.eclipse.m2e.discovery,1.2.0.20120903-1050,"org.eclipse.m2e.discovery",1543852693233
